run_id,seed,method,task_name,interval,atomic_index,module,charged_ms,cpu_ms,value,score,win_rate,improvement_rate,diversity,learning_progress,remaining_before_ms,remaining_after_ms,do_not_start_rule,handshake_events,note
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,0,0,GA,1.6893344512949398,1.9037510000998736,-1.0350000000000001,-1.0350000000000001,0.0,0.008879236428583947,0.8116122098641232,0.0646168400523651,16.0,14.31066554870506,strict_delta_max,1,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,0,1,PSO,1.20651110410417,1.314866000029724,-1.04,-1.04,0.0,0.0,0.0,0.07826905056619649,14.31066554870506,13.10415444460089,strict_delta_max,1,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,0,2,RL,4.0,2.4771240000518446,-0.04500000000000004,-0.04500000000000004,0.5,0.24750000000000003,0.0,0.0,13.10415444460089,9.10415444460089,strict_delta_max,2,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,0,3,RL,4.0,2.5913370000125724,-0.04500000000000004,-0.04500000000000004,0.5,0.0,0.0,0.0,9.10415444460089,5.104154444600891,strict_delta_max,2,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,0,4,RL,2.4004356539171647,2.6468870000826428,-0.04500000000000004,-0.04500000000000004,0.5,0.0,0.0,0.0,5.104154444600891,2.703718790683726,strict_delta_max,2,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,1,0,GA,2.426770969005766,1.684831000147824,-1.08,-1.08,0.0,0.0,0.6996419171188175,0.0172776182535953,16.0,13.573229030994234,strict_delta_max,1,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,1,1,PSO,2.7643228653763314,1.4499439998871821,-0.04500000000000004,-0.04500000000000004,0.5,0.0,0.0,0.041519372900969,13.573229030994234,10.808906165617902,strict_delta_max,1,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,1,2,RL,2.3960335620121502,1.9328739999764366,-0.04500000000000004,-0.04500000000000004,0.5,0.0,0.0,0.02086782121616479,10.808906165617902,8.412872603605752,strict_delta_max,2,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,1,3,GA,2.1395301601354895,1.5148130000852689,-1.08,-1.08,0.0,0.0,0.6173908820085844,0.027542685241838127,8.412872603605752,6.273342443470263,strict_delta_max,1,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,1,4,GA,1.3427338852878736,1.3005250002606772,-1.0350000000000001,-1.0350000000000001,0.0,0.0,0.5814528511608396,0.05952655647900997,6.273342443470263,4.930608558182389,strict_delta_max,1,cross_layer_handoff_executed
line-duel_DLGPR-full_seed0,0,DLGPR-full,line-duel,1,5,GA,1.4081678971765568,1.3593149997177534,-1.1,-1.1,0.0,0.0,0.5814528511608396,0.041842638515900844,4.930608558182389,3.522440661005832,strict_delta_max,1,cross_layer_handoff_executed
line-duel_fixed-split_seed0,0,fixed-split,line-duel,0,0,GA,1.6893344512949398,1.7184640000778018,-1.0350000000000001,-1.0350000000000001,0.0,0.008879236428583947,0.8116122098641232,0.0646168400523651,16.0,14.31066554870506,strict_delta_max,1,cross_layer_handoff_executed
line-duel_fixed-split_seed0,0,fixed-split,line-duel,0,1,PSO,1.20651110410417,1.3656700002684374,-1.04,-1.04,0.0,0.0,0.0,0.07826905056619649,14.31066554870506,13.10415444460089,strict_delta_max,1,cross_layer_handoff_executed
line-duel_fixed-split_seed0,0,fixed-split,line-duel,0,2,RL,4.0,1.7661539995970088,-0.04500000000000004,-0.04500000000000004,0.5,0.24750000000000003,0.0,0.0,13.10415444460089,9.10415444460089,strict_delta_max,2,cross_layer_handoff_executed
line-duel_fixed-split_seed0,0,fixed-split,line-duel,0,3,GA,3.523322366777626,1.3616950000141514,-1.0350000000000001,-1.0350000000000001,0.0,0.0,0.7735835699401835,0.032048148152888374,9.10415444460089,5.580832077823265,strict_delta_max,1,cross_layer_handoff_executed
line-duel_fixed-split_seed0,0,fixed-split,line-duel,0,4,PSO,2.703496397418464,1.1752240002351755,-0.04500000000000004,-0.04500000000000004,0.5,0.0,0.0,0.04239642359119411,5.580832077823265,2.8773356804048014,strict_delta_max,1,cross_layer_handoff_executed
line-duel_fixed-split_seed0,0,fixed-split,line-duel,1,0,RL,2.243997127921444,2.5609419999454985,-0.04500000000000004,-0.04500000000000004,0.5,0.0,0.0,0.0,16.0,13.756002872078556,strict_delta_max,2,cross_layer_handoff_executed
