run_id,seed,method,task_name,interval,atomic_index,module,charged_ms,cpu_ms,value,score,win_rate,improvement_rate,diversity,learning_progress,evaluation_rollouts,training_rollouts,handoff_evaluation_rollouts,rollout_equivalents,remaining_before_ms,remaining_after_ms,do_not_start_rule,handshake_events,note
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,0,GA,5.0,84.38220003154129,0.0,0.0,0.0,0.0,1.0372299338996565,0.02313918266976991,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,1,PSO,5.0,83.73450004728511,0.0,0.0,0.0,0.0,0.0,0.02406306542896779,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,2,RL,16.0,272.6891999482177,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,3,GA,5.0,85.13189997756854,0.0,0.0,0.0,0.0,1.0372299338996565,0.020805843820160153,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,4,GA,5.0,85.6025000102818,0.0,0.0,0.0,0.0,1.0372299338996565,0.025006808994687102,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,0,GA,5.0,81.58889994956553,0.0,0.0,0.0,0.0,1.0372299338996565,0.01942435398173768,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,1,PSO,5.0,81.75809995736927,0.0,0.0,0.0,0.0,0.0,0.021081237027243557,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,2,RL,16.0,263.8351999921724,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,3,GA,5.0,81.71949995448813,0.0,0.0,0.0,0.0,1.0372299338996565,0.01643048094362052,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,4,GA,5.0,90.74309997959062,0.0,0.0,0.0,0.0,1.0372299338996565,0.023466376890127715,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,0,GA,5.0,91.96730004623532,0.0,0.0,0.0,0.0,1.0372299338996565,0.02454984146633041,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,1,PSO,5.0,81.92419999977574,0.0,0.0,0.0,0.0,0.0,0.020216073791366453,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,2,RL,16.0,263.4805999696255,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,3,GA,5.0,80.60889999615029,0.0,0.0,0.0,0.0,1.0372299338996565,0.022575837487613628,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,4,GA,5.0,89.03720002854243,0.0,0.0,0.0,0.0,1.0372299338996565,0.022235496838869915,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,5,0,GA,5.0,80.0679000094533,0.0,0.0,0.0,0.0,1.0372299338996565,0.016058229513328113,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,5,1,PSO,5.0,81.50990004651248,0.0,0.0,0.0,0.0,0.0,0.019816514714204914,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,5,2,RL,16.0,264.10829997621477,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,5,3,GA,5.0,77.06169999437407,0.0,0.0,0.0,0.0,1.0372299338996565,0.02158141827656417,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,5,4,GA,5.0,81.9972000317648,0.0,0.0,0.0,0.0,1.0372299338996565,0.017987035385924433,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,6,0,GA,5.0,97.49289997853339,0.0,0.0,0.0,0.0,1.0372299338996565,0.018752101278042412,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,6,1,PSO,5.0,86.90310001838952,0.0,0.0,0.0,0.0,0.0,0.01969059018685133,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,6,2,RL,16.0,266.3402000325732,0.0,0.0,0.0,0.0,0.0,0.0551875,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,6,3,GA,5.0,85.16529999906197,0.0,0.0,0.0,0.0,1.0372299338996565,0.018283560011135604,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,6,4,GA,5.0,89.66870000585914,0.0,0.0,0.0,0.0,1.0372299338996565,0.022596768783932398,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,7,0,GA,5.0,83.67490000091493,0.0,0.0,0.0,0.0,1.0372299338996565,0.017332475514654177,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,7,1,PSO,5.0,82.64870004495606,0.0,0.0,0.0,0.0,0.0,0.02037597330703669,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,7,2,RL,16.0,262.45249999919906,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,7,3,GA,5.0,84.49979999568313,0.0,0.0,0.0,0.0,1.0372299338996565,0.024381359138410462,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,7,4,GA,5.0,79.84269998269156,0.0,0.0,0.0,0.0,1.0372299338996565,0.021135537303106754,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,8,0,GA,5.0,83.83790001971647,0.0,0.0,0.0,0.0,1.0372299338996565,0.022831045350263767,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,8,1,PSO,5.0,80.90159995481372,0.0,0.0,0.0,0.0,0.0,0.020915134571414563,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,8,2,RL,16.0,264.6004999987781,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,8,3,GA,5.0,92.47710002819076,0.0,0.0,0.0,0.0,1.0372299338996565,0.014240153863533589,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,8,4,GA,5.0,90.5600999831222,0.0,0.0,0.0,0.0,1.0372299338996565,0.022963368502281246,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,9,0,GA,5.0,85.62010002788156,0.0,0.0,0.0,0.0,1.0372299338996565,0.02296090424195123,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,9,1,PSO,5.0,83.13210000051185,0.0,0.0,0.0,0.0,0.0,0.0184281512948699,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,9,2,RL,16.0,264.978900027927,0.0,0.0,0.0,0.0,0.0,0.04675,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,9,3,GA,5.0,77.64919998589903,0.0,0.0,0.0,0.0,1.0372299338996565,0.0191888755090182,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,9,4,GA,5.0,84.75760003784671,0.0,0.0,0.0,0.0,1.0372299338996565,0.016783513055594848,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,10,0,GA,5.0,87.60560001246631,0.0,0.0,0.0,0.0,1.0372299338996565,0.016467076316886153,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,10,1,PSO,5.0,87.20690000336617,0.0,0.0,0.0,0.0,0.0,0.0185709622199834,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,10,2,RL,16.0,262.63020001351833,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,10,3,GA,5.0,85.72889998322353,0.0,0.0,0.0,0.0,1.0372299338996565,0.022958445706445917,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,10,4,GA,5.0,79.8126999870874,0.0,0.0,0.0,0.0,1.0372299338996565,0.023714098438534136,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,11,0,GA,5.0,82.00919994851574,0.0,0.0,0.0,0.0,1.0372299338996565,0.0209415055700493,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,11,1,PSO,5.0,82.52830000128597,0.0,0.0,0.0,0.0,0.0,0.01811111327679713,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,11,2,RL,16.0,272.58320001419634,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,11,3,GA,5.0,90.40409995941445,0.0,0.0,0.0,0.0,1.0372299338996565,0.01672116976301643,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed0,0,robust-DLGPR,minigrid-empty-5x5-fullyobs,11,4,GA,5.0,94.92119995411485,0.0,0.0,0.0,0.0,1.0372299338996565,0.016475048651902257,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,0,0,GA,5.0,86.19110001018271,0.0,0.0,0.0,0.0,1.114184163303725,0.02534357214990388,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,0,1,PSO,5.0,78.55610002297908,0.0,0.0,0.0,0.0,0.0,0.02692469516491487,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,0,2,RL,16.0,264.83390002977103,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,0,3,GA,5.0,84.78340000147,0.0,0.0,0.0,0.0,1.114184163303725,0.0254274880860498,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,0,4,GA,5.0,80.03899996401742,0.0,0.0,0.0,0.0,1.114184163303725,0.022400054478777156,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,1,0,GA,5.0,79.39430000260472,0.0,0.0,0.0,0.0,1.114184163303725,0.02608121705002455,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,1,1,PSO,5.0,85.08449996588752,0.0,0.0,0.0,0.0,0.0,0.023892033264294364,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,1,2,RL,16.0,259.54890000866726,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,1,3,GA,5.0,85.18459997139871,0.0,0.0,0.0,0.0,1.114184163303725,0.026099093333780132,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,1,4,GA,5.0,79.2057000217028,0.0,0.0,0.0,0.0,1.114184163303725,0.023285715436273426,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,0,GA,5.0,79.83639999292791,0.0,0.0,0.0,0.0,1.114184163303725,0.026376956040738354,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,1,PSO,5.0,81.04120002826676,0.0,0.0,0.0,0.0,0.0,0.02183747698352887,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,2,RL,16.0,260.72339998790994,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,3,GA,5.0,81.44099998753518,0.0,0.0,0.0,0.0,1.114184163303725,0.023030003991428228,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,2,4,GA,5.0,79.26240004599094,0.0,0.0,0.0,0.0,1.114184163303725,0.024661512437624114,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,0,GA,5.0,95.38119996432215,0.0,0.0,0.0,0.0,1.114184163303725,0.02157082010222089,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,1,PSO,5.0,76.62280002841726,0.0,0.0,0.0,0.0,0.0,0.0236005266449534,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,2,RL,16.0,267.0788000104949,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,3,GA,5.0,88.22809997946024,0.0,0.0,0.0,0.0,1.114184163303725,0.01888474544840548,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,3,4,GA,5.0,82.6600999571383,0.0,0.0,0.0,0.0,1.114184163303725,0.027561109046571095,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,0,GA,5.0,95.73639999143779,0.0,0.0,0.0,0.0,1.114184163303725,0.016771848133376555,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,1,PSO,5.0,76.93819998530671,0.0,0.0,0.0,0.0,0.0,0.020114247295535303,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,2,RL,16.0,245.71210000431165,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,3,GA,5.0,80.38569998461753,0.0,0.0,0.0,0.0,1.114184163303725,0.01939272705424919,5,0,0,5,14.0,9.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,4,4,GA,5.0,76.58870000159368,0.0,0.0,0.0,0.0,1.114184163303725,0.020148373024684484,5,0,0,5,9.0,4.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,5,0,GA,5.0,79.03099997201934,0.0,0.0,0.0,0.0,1.114184163303725,0.021738164539317584,5,0,0,5,40.0,35.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,5,1,PSO,5.0,81.02719997987151,0.0,0.0,0.0,0.0,0.0,0.025843520535719568,5,0,0,5,35.0,30.0,strict_rollout_equivalent_max,1,cross_layer_handoff_executed
minigrid-empty-5x5-fullyobs_robust-DLGPR_seed1,1,robust-DLGPR,minigrid-empty-5x5-fullyobs,5,2,RL,16.0,244.72550000064075,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,16,30.0,14.0,strict_rollout_equivalent_max,2,cross_layer_handoff_executed
