task_name,method,budget_unit,return_mean_up,return_std,return_median_up,return_ci95,score_mean_up,score_std,score_median_up,score_ci95,win_rate_up,steps_to_T_down,p95_latency_ms_down,p99_latency_ms_down,max_latency_ms_down,loop_overrun_rate_down,e2e_overrun_rate_down,actual_cpu_e2e_p95_ms_down,actual_cpu_e2e_p99_ms_down,actual_cpu_e2e_max_ms_down,actual_cpu_e2e_overrun_rate_down,rollout_equivalents_mean_per_interval_context
minigrid-empty-5x5-fullyobs,DLGPR-full,rollout-equivalent unit,0.47569999999999996,0.5014605445872863,0.4685,0.35872326364232565,0.47569999999999996,0.5014605445872863,0.4685,0.35872326364232565,0.5,224.0,39.05,40.0,40.0,0.0,0.0,,,,,39.05
minigrid-empty-5x5-fullyobs,GA-only,rollout-equivalent unit,0.5729999999999998,0.4931598794170777,0.9549999999999998,0.35278532548866676,0.5729999999999998,0.4931598794170777,0.9549999999999998,0.35278532548866676,0.6,154.66666666666666,40.0,40.0,40.0,0.0,0.0,,,,,40.0
minigrid-empty-5x5-fullyobs,PSO-only,rollout-equivalent unit,0.28559999999999997,0.4598662124284989,0.0,0.3289684708832994,0.28559999999999997,0.4598662124284989,0.0,0.3289684708832994,0.3,128.0,40.0,40.0,40.0,0.0,0.0,,,,,40.0
minigrid-empty-5x5-fullyobs,RL-only,rollout-equivalent unit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,39.0,39.0,0.0,0.0,,,,,39.0
minigrid-empty-5x5-fullyobs,fixed-split,rollout-equivalent unit,0.47749999999999987,0.503329194243467,0.4774999999999999,0.3600600150787142,0.47749999999999987,0.503329194243467,0.4774999999999999,0.3600600150787142,0.5,198.4,39.0,39.0,39.0,0.0,0.0,,,,,39.0
minigrid-empty-5x5-fullyobs,greedy-improvement,rollout-equivalent unit,0.5711999999999999,0.49162289070655224,0.946,0.35168583000019343,0.5711999999999999,0.49162289070655224,0.946,0.35168583000019343,0.6,144.0,40.0,40.0,40.0,0.0,0.0,,,,,40.0
minigrid-empty-5x5-fullyobs,robust-DLGPR,rollout-equivalent unit,0.19099999999999998,0.4026633553947736,0.0,0.28804801206297137,0.19099999999999998,0.4026633553947736,0.0,0.28804801206297137,0.2,48.0,36.0,36.0,36.0,0.0,0.0,,,,,36.0
minigrid-empty-5x5-fullyobs,robust-near-elite-DLGPR,rollout-equivalent unit,0.28559999999999997,0.4598662124284989,0.0,0.3289684708832994,0.28559999999999997,0.4598662124284989,0.0,0.3289684708832994,0.3,128.0,40.0,40.0,40.0,0.0,0.0,,,,,38.69166666666667
