benchmark,task_name,method,timing_mode,do_not_start_rule,charged_e2e_p95_ms_down,charged_e2e_p99_ms_down,charged_e2e_max_ms_down,charged_loop_overrun_rate_down,charged_e2e_overrun_rate_down,actual_cpu_loop_p95_ms_down,actual_cpu_e2e_p95_ms_down,actual_cpu_e2e_p99_ms_down,actual_cpu_e2e_max_ms_down,actual_cpu_loop_overrun_rate_down,actual_cpu_e2e_overrun_rate_down,mean_unused_charged_loop_budget_ms_context,intervals
self-contained-game-ai,grid-treasure,DLGPR-full,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,100.1606949896086,100.1606949896086,104.7509829950286,108.97679999470712,0.835,0.835,0.86,400
self-contained-game-ai,grid-treasure,GA-only,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,117.12034500960726,117.12034500960726,124.59834002656861,149.67489999253303,1.0,1.0,0.0,400
self-contained-game-ai,grid-treasure,PSO-only,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,51.18925502174533,51.18925502174533,61.41062201349995,69.92400001036003,0.25,0.25,0.0,400
self-contained-game-ai,grid-treasure,RL-only,rollout_normalized,strict_rollout_equivalent_max,39.0,39.0,39.0,0.0,0.0,62.249279979732805,62.249279979732805,67.3180429858621,72.43230001768097,0.6525,0.6525,1.0,400
self-contained-game-ai,grid-treasure,fixed-split,rollout_normalized,strict_rollout_equivalent_max,39.0,39.0,39.0,0.0,0.0,67.89013998932205,67.89013998932205,69.9239710124675,73.23769998038188,0.9975,0.9975,1.0,400
self-contained-game-ai,grid-treasure,greedy-improvement,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,120.3969649854116,120.3969649854116,126.66760500927919,130.25769998785108,1.0,1.0,0.0,400
self-contained-game-ai,grid-treasure,robust-DLGPR,rollout_normalized,strict_rollout_equivalent_max,36.0,36.0,36.0,0.0,0.0,55.97759999800473,55.97759999800473,58.884499986306764,64.74640005035326,0.65,0.65,4.0,400
self-contained-game-ai,grid-treasure,robust-near-elite-DLGPR,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,71.49952499603387,71.49952499603387,76.3573989860015,114.17650000657886,0.9325,0.9325,0.28,400
self-contained-game-ai,line-duel,DLGPR-full,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,68.81166497478262,68.81166497478262,70.98828801477794,79.79300001170486,0.745,0.745,0.8825,400
self-contained-game-ai,line-duel,GA-only,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,96.03740003949494,96.03740003949494,113.3538449910702,155.26099997805431,1.0,1.0,0.0,400
self-contained-game-ai,line-duel,PSO-only,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,29.78852998057846,29.78852998057846,38.68023099959824,95.38179996889085,0.01,0.01,0.0,400
self-contained-game-ai,line-duel,RL-only,rollout_normalized,strict_rollout_equivalent_max,39.0,39.0,39.0,0.0,0.0,28.768205019878224,28.768205019878224,30.354796952451576,33.256800030358136,0.0,0.0,1.0,400
self-contained-game-ai,line-duel,fixed-split,rollout_normalized,strict_rollout_equivalent_max,39.0,39.0,39.0,0.0,0.0,41.34736999403685,41.34736999403685,42.83273100212682,45.25139997713268,0.1425,0.1425,1.0,400
self-contained-game-ai,line-duel,greedy-improvement,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,90.67707995418459,90.67707995418459,100.64323098165913,101.81660001398996,1.0,1.0,0.0,400
self-contained-game-ai,line-duel,robust-DLGPR,rollout_normalized,strict_rollout_equivalent_max,36.0,36.0,36.0,0.0,0.0,30.87916500808205,30.87916500808205,33.25149198062718,37.14829997625202,0.0,0.0,4.0,400
self-contained-game-ai,line-duel,robust-near-elite-DLGPR,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,46.143419964937486,46.143419964937486,48.36438301193993,53.85869997553527,0.675,0.675,0.5775,400
self-contained-rts-micro,resource-defense,DLGPR-full,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,113.81031504133716,113.81031504133716,116.82886800437699,117.35819996101782,1.0,1.0,0.765,400
self-contained-rts-micro,resource-defense,GA-only,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,148.59977499290835,148.59977499290835,175.72388901258813,212.99530001124367,1.0,1.0,0.0,400
self-contained-rts-micro,resource-defense,PSO-only,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,60.47674995788839,60.47674995788839,61.794275954016484,63.10600001597777,1.0,1.0,0.0,400
self-contained-rts-micro,resource-defense,RL-only,rollout_normalized,strict_rollout_equivalent_max,39.0,39.0,39.0,0.0,0.0,74.34903997927903,74.34903997927903,79.11540998669805,97.815899993293,1.0,1.0,1.0,400
self-contained-rts-micro,resource-defense,fixed-split,rollout_normalized,strict_rollout_equivalent_max,39.0,39.0,39.0,0.0,0.0,85.42279004177544,85.42279004177544,88.353570997715,90.80549998907372,1.0,1.0,1.0,400
self-contained-rts-micro,resource-defense,greedy-improvement,rollout_normalized,strict_rollout_equivalent_max,40.0,40.0,40.0,0.0,0.0,132.76305001927537,132.76305001927537,134.98059101286344,139.40739998361096,1.0,1.0,0.0,400
